humidity,temp,dewSpread,cloudLow,cloudMid,cloudHigh,cloudTotal,wind,pressure,precip24,precip48,precipToday,wetThenClear,nightCloudHigh,nightCloudTotal,nightCloudLow,nightCooling,windDir,humidityNight,humidityRise,elevation,month,label,date,lat,lon,source
91.75,-3.65,1.1500000000000001,7.75,0,0,7.75,9,1016.35,0.5,15.999999999999996,0,0,0,54.4,54.4,2.433333333333333,2,86.2,5.549999999999997,359,11,0,1996-11-26,54.4733,-3.0392,control-day
99.5,1.875,0.0749999999999999,100,98.75,80.25,100,3.8000000000000003,967.675,1.5000000000000002,1.5000000000000002,26.499999999999993,0,95,100,100,-0.36666666666666625,90,99.4,0.09999999999999432,154,1,0,2016-01-10,56.1554,-3.915,control-day
98.5,1.8499999999999999,0.2499999999999999,84,78.75,98.5,100,5.225,996.0749999999999,7.9,21.099999999999998,5.8,0,8.6,47,25.4,2.4500000000000006,225,95.6,2.9000000000000057,154,1,0,2002-01-27,56.1554,-3.915,control-day
87,12.675,2.1000000000000005,5.75,9.75,64.75,69.25,8.5,1010.575,1.5999999999999999,1.5999999999999999,0,0,86.6,95.6,8.8,2.416666666666668,252,86.8,0.20000000000000284,177,7,0,2000-07-28,55.9235,-2.2426,control-day
81.75,10.225,2.9499999999999997,12,10.75,0,17.25,19.275,1007.275,0,2.6,3.2000000000000006,0,0,4.2,3.4,2.799999999999999,230,79.2,2.549999999999997,177,7,0,2012-07-28,55.9235,-2.2426,control-day
85.25,-8.325000000000001,2.025,0,0,0,0,16.675,1029.65,0,0,0,0,0.2,4.2,6.4,1.6333333333333329,123,87.4,-2.1500000000000057,834,1,0,2017-01-26,50.491,9.9207,control-day
93,-3.625,0.9749999999999999,98.25,24,0,98.5,9,1039.175,0,0,0,0,0,98,97.4,0.6000000000000005,14,97,-4,834,1,0,1992-01-27,50.491,9.9207,control-day
94.75,4.699999999999999,0.7749999999999999,100,100,100,100,9.6,1022.875,0,17.8,6.6000000000000005,0,35.6,95.6,81.6,-1.05,171,88.4,6.349999999999994,517,11,0,2020-11-20,55.9932,-4.1661,control-day
80,2.5999999999999996,3.075,45,41.25,31.5,71.75,18.799999999999997,1013.625,4.3,13.699999999999998,6.4,0,6,72.4,55.6,0.33333333333333304,248,83,-3,517,11,0,2015-11-14,55.9932,-4.1661,control-day
83.25,9.425,2.7250000000000005,94.75,14,99.25,100,32.05,1020,0,0,0,0,99,100,99.6,-0.3333333333333339,250,90,-6.75,207,12,0,2014-12-22,51.2947,-2.8088,control-day
86.25,8.025,2.175,31.75,93.25,31.25,95.25,20.45,998.925,0.5,1.6,10.600000000000001,0,50.4,97.2,76,-1.1000000000000005,201,88.8,-2.549999999999997,207,12,0,2000-12-10,51.2947,-2.8088,control-day
97.25,5.975,0.3999999999999999,96,38.25,0,96.75,11.55,995.6,0.6,0.6,5.1,0,89.8,100,100,0.55,259,97,0.25,87,12,0,1989-12-12,52.2227,-2.8517,control-day
92.5,-0.275,1.1,45.25,0,0,45.75,14,1032.675,0,0,0,0,0,61,60.6,0.6166666666666667,63,92.6,-0.09999999999999432,87,12,0,2008-12-28,52.2227,-2.8517,control-day
100,12.575,0.07499999999999973,100,4.75,10.75,100,7.725,998.725,18.4,18.7,6.299999999999997,0,100,100,98.4,0.2833333333333332,200,99.4,0.5999999999999943,172,10,0,2024-10-17,56.4395,-4.365,control-day
89.25,6.225,1.6250000000000002,44,18.25,18.25,56,7.9750000000000005,999.4000000000001,13.6,28.5,0.4,1,0,23.6,18.4,1.7666666666666648,227,89.6,-0.3499999999999943,172,10,0,2019-10-12,56.4395,-4.365,control-day
94.75,9.7,0.7999999999999998,100,85.5,81,100,11.825,990.975,0,0,6.2,0,88.2,99.8,92.8,0.10000000000000142,85,87.6,7.150000000000006,113,11,0,1997-11-05,54.5807,-3.3175,control-day
94,8.525,0.8499999999999996,91.75,0,11.75,96,13.175,1012.55,0,0,0,0,73.2,95.2,75.4,0.4166666666666661,66,93.2,0.7999999999999972,113,11,0,1989-11-20,54.5807,-3.3175,control-day
100,2.8,0.04999999999999993,100,0,0,100,14.4,1041.5,0,0.2,0,0,0,100,100,-0.016666666666666607,118,99,1,557,12,0,2021-12-18,54.1537,-2.4017,control-day
92.25,4,1.15,88.75,67.5,36.25,93.75,29.75,987.8000000000001,8.6,13.499999999999998,13.399999999999997,0,38.6,97.6,86.2,-0.3500000000000001,283,92.4,-0.15000000000000568,557,12,0,2002-12-02,54.1537,-2.4017,control-day
89.25,10.525,1.7000000000000002,39.5,15,1.75,44.75,18.375,1001.75,19.900000000000002,19.900000000000002,0.1,1,17.2,77,67.6,2.5666666666666664,223,91.2,-1.9500000000000028,249,8,0,2012-08-28,56.1545,-3.4535,control-day
88.25,11.6,1.8999999999999995,97.5,0,98.25,99.75,8.35,1023.475,0.9999999999999999,0.9999999999999999,1.5000000000000002,0,93,100,99.6,4.233333333333336,103,89.2,-0.9500000000000028,249,8,0,2013-08-28,56.1545,-3.4535,control-day
91.25,-3.6750000000000003,1.175,25.25,16.25,0,28.5,9.975,1015.25,0.9000000000000001,1.2000000000000002,0.30000000000000004,0,0,95.6,94.6,1.6833333333333333,29,94.2,-2.950000000000003,857,12,0,2009-12-17,53.0732,-3.934,control-day
90.75,2.225,1.4249999999999998,36,29.5,4.25,51.25,20.225,1009.35,4.399999999999999,14.899999999999995,7.1,1,28.6,60.8,38.2,0.7666666666666666,198,91,-0.25,857,12,0,2000-12-03,53.0732,-3.934,control-day
91.25,6.525,1.3,98.25,45.75,5.25,99,10.75,1016.2750000000001,0.4,0.5,1,0,0,95.2,94,3.299999999999999,240,90.6,0.6500000000000057,1051,6,0,2010-06-24,56.5344,-4.239,control-day
89.5,3.9499999999999997,1.6,18.5,80.25,3,84.25,4.65,1012.25,0,0,0,0,26.6,74.6,21.2,5.35,346,90.4,-0.9000000000000057,1051,6,0,1997-06-29,56.5344,-4.239,control-day
89.25,11.175,1.6749999999999998,33.5,32.5,0,47.75,22.525000000000002,1015.75,7.599999999999999,10.2,3.700000000000001,1,0,59.8,51.4,1.7666666666666657,273,88.8,0.45000000000000284,75,8,0,2009-08-29,54.4311,-2.9605,control-day
98.5,16.35,0.20000000000000107,98.5,42.5,97.25,100,19.825,1005.375,5.7,8.200000000000001,18.799999999999997,0,97.6,100,97.6,0.783333333333335,190,95.2,3.299999999999997,75,8,0,2010-08-20,54.4311,-2.9605,control-day
92,12.775,1.2750000000000004,58.25,49.25,3,67.75,9.450000000000001,1010.3,0,0,5.800000000000001,0,5.8,87.2,49.8,3.4833333333333325,168,94.2,-2.200000000000003,75,8,0,2011-08-24,54.4312,-2.9608,control-day
90.5,15.024999999999999,1.5999999999999996,46,16,75.25,90.5,6.325,1017.7250000000001,0.3,3.1,1.4000000000000001,0,80.6,97.4,74,1.3666666666666671,106,88.8,1.7000000000000028,75,8,0,2016-08-25,54.4312,-2.9608,control-day
97,8.2,0.42500000000000004,11.5,52.5,97.5,98.25,8.799999999999999,1011.325,2.8000000000000003,2.8000000000000003,10.100000000000001,0,46.6,82.6,50.2,2.7333333333333343,192,97.2,-0.20000000000000284,466,10,0,2007-10-16,52.0882,-3.6986,control-day
96.75,6.2749999999999995,0.5249999999999999,96,56,0,97,9,1020.4000000000001,2.1,2.1,0.8999999999999999,0,43.2,91,82,1.0499999999999998,90,93.6,3.1500000000000057,466,10,0,2016-10-25,52.0882,-3.6986,control-day
91.75,3.125,1.225,1.5,0,42.25,44.25,16.7,1015.075,0.4,1.7999999999999998,0,0,2.2,10.4,7.8,2.266666666666667,147,93.4,-1.6500000000000057,290,2,0,1989-02-09,53.9958,-1.942,control-day
94.75,0.275,0.8,81.5,42,0,85.25,15.475,997.3499999999999,0.4,5.3999999999999995,3.6999999999999997,0,92.4,99.4,63.8,0.49999999999999994,286,92.8,1.9500000000000028,290,2,0,2020-02-27,53.9958,-1.942,control-day
97.5,-4.5,0.30000000000000004,89.75,2.75,44.75,96.25,9.674999999999999,1038.75,0,0,0,0,69,100,99.8,1.3666666666666663,57,98,-0.5,876,12,0,1992-12-26,51.8833,-3.4368,control-day
92.5,-2.85,1.025,54,14.75,24.5,67.75,13.725000000000001,1017.825,1.2,1.2,0.7999999999999999,0,1.4,70,63,-0.23333333333333428,152,95,-2.5,876,12,0,1995-12-08,51.8833,-3.4368,control-day
93.5,9.95,0.9750000000000001,81.5,53.25,87.5,100,13.774999999999999,1020.925,0.2,0.2,2.0000000000000004,0,96.8,99.8,84.8,0.9499999999999993,304,91,2.5,159,9,0,2022-09-18,54.6042,-3.1946,control-day
96.25,11.55,0.5499999999999998,71,0,20.5,78,10.85,1023.575,0.1,5.9,4.1,0,6,84.6,83,1.5999999999999996,207,97.6,-1.3499999999999943,159,9,0,2015-09-20,54.6042,-3.1946,control-day
95,0.125,0.7,99.75,89.25,0,100,14.899999999999999,1000.4749999999999,5.9,35.400000000000006,9.900000000000002,0,100,100,50.4,0.7333333333333333,155,98.8,-3.799999999999997,814,2,0,2020-02-02,54.4897,-3.3021,control-day
96.25,-2.0749999999999997,0.5250000000000001,98.25,64.5,5.5,99.5,7.4,1018.7,0,0,4.000000000000001,0,73.4,98.6,42.6,1.6833333333333333,180,90.6,5.650000000000006,814,2,0,1998-02-01,54.4897,-3.3021,control-day
81.5,2.325,2.875,62,0,0,62,13.1,1022.3,0,0,0,0,0,57.8,60.4,2.0666666666666673,90,82.8,-1.2999999999999972,267,4,0,2020-04-18,55.6089,-2.9454,control-day
80.75,-3.05,2.825,0.25,1.75,26,27,16.099999999999998,1021.9,0.5,0.9999999999999999,0,0,0,5.4,6.8,2.5833333333333335,286,68.2,12.549999999999997,267,4,0,2021-04-07,55.6089,-2.9454,control-day
70.25,8.725,5.075,20.25,51.75,2.75,64.5,37,1008.7249999999999,1.2000000000000002,8.7,0.9999999999999999,0,45.6,94.2,15.2,1.200000000000001,268,67.6,2.6500000000000057,471,8,0,2005-08-26,54.258,-4.47,control-day
94,10.45,0.9750000000000001,43.5,6.75,11,52.75,11.899999999999999,1010.95,3.3000000000000003,6.8,2,1,34.2,52.2,47.8,1.9499999999999993,274,92.8,1.2000000000000028,471,8,0,2023-08-29,54.258,-4.47,control-day
88.75,-8.1,1.5500000000000003,35.75,0,25.25,51,8.9,1035.95,0.1,20.90000000000001,0,0,17.8,35.6,23.4,3.3333333333333335,348,85.8,2.950000000000003,711,2,0,1996-02-14,54.2317,-2.401,control-day
94.75,0.425,0.725,99.75,0,0,99.75,8.95,1037.55,0,0,0,0,0,100,100,1.1833333333333336,347,94.4,0.3499999999999943,711,2,0,2023-02-28,54.2317,-2.401,control-day
49.75,14.35,10.425,0,0,20.5,21.25,0.8750000000000001,1014.05,0,0,0,0,31.8,33.2,0.6,4.583333333333332,90,67.2,-17.450000000000003,1131,5,0,1989-05-19,29.3917,-9.4553,control-day
93.75,8.975000000000001,0.9499999999999997,46.25,3.75,19.5,63,1.5,1011.8000000000001,0.1,0.1,0,0,0,19.6,19.2,4.866666666666667,180,92.6,1.1500000000000057,1131,5,0,1997-05-25,29.3917,-9.4553,control-day
95,9.524999999999999,0.7749999999999995,56.75,1.5,35.5,73,3.4499999999999997,1021.075,0,0.5,1.2,0,0.8,73.6,72.8,1.8166666666666664,124,95,0,1745,1,0,1994-01-07,23.655,120.7859,control-day
83,10.075000000000001,2.7499999999999996,23.5,8.5,0,25.25,3.6999999999999997,1017.4,0,0,0.2,0,0,17,14.2,1.6166666666666654,72,86.2,-3.200000000000003,1745,1,0,1995-01-23,23.655,120.7859,control-day
58.5,13.2,7.949999999999999,0,0,1.75,2.25,2.3,1015.0999999999999,0,0.4,0,0,2,2.8,0,2.783333333333333,27,58.8,-0.29999999999999716,1941,3,0,2010-03-20,27.7272,85.5255,control-day
74,9.850000000000001,4.425,13.5,33,17,47.5,3.55,1016.5250000000001,14.199999999999998,16.900000000000006,4.3999999999999995,1,38.6,65.2,6.6,1.666666666666666,27,79,-5,1941,3,0,2003-03-25,27.7272,85.5255,control-day
91,7.199999999999999,1.4000000000000001,97.5,24,2,98.25,1.975,1011.675,5.599999999999999,6.699999999999998,2,0,0.2,98.8,98.8,2.25,126,99.4,-8.400000000000006,1941,3,0,2025-03-08,27.7272,85.5255,control-day
82.75,6.675,2.6999999999999997,8.5,6.5,0,12.5,2.3,1016.0500000000001,7.300000000000001,7.300000000000001,4.2,1,51,57.4,20,3.1833333333333336,321,86,-3.25,1941,3,0,1998-03-19,27.7272,85.5255,control-day
78.75,5.125,3.3249999999999997,79.75,59.5,28.75,91.25,2.7,1020.225,0,0,0.7,0,50.6,96.6,40.2,3.4000000000000004,113,78.2,0.5499999999999972,698,2,0,2014-02-11,43.678,40.263,control-day
75.5,-0.7,3.8,52.5,0,0,53,11.4,1024.4,2.9,2.9,0.1,1,0,76,69.4,3.9000000000000004,57,89.8,-14.299999999999997,698,2,0,2007-02-18,43.678,40.263,control-day
98.5,-6.949999999999999,0.22499999999999987,82,100,100,100,6.125,1006.4250000000001,0.5,0.6,6.799999999999999,0,100,100,41.8,0.18333333333333268,288,91.2,7.299999999999997,1510,2,0,2011-02-18,40.666,140.8814,control-day
76.25,-9.05,3.45,1.5,1.25,41.75,42.5,8.8,1015.825,1.9000000000000001,7.999999999999999,0.4,1,43.6,45.8,5.6,0.31666666666666465,252,85.8,-9.549999999999997,1510,2,0,2017-02-05,40.666,140.8814,control-day
92.25,-9.25,1.025,94.5,0,91.25,99.25,5.175,1017.25,1.7000000000000002,6.699999999999999,0,0,38.8,71.8,54.2,5.466666666666667,111,92.6,-0.3499999999999943,2407,3,0,2002-03-16,44.9976,6.1489,control-day
89.75,-4.325,1.475,64.25,69.25,73.25,96.5,6.8,1006.175,1.9000000000000001,1.9000000000000001,4.1,0,94,98.4,47.6,1.9499999999999997,62,87,2.75,2407,3,0,2002-03-06,44.9976,6.1489,control-day
59.25,19.125,8.2,0,7.75,77.5,79.25,14.05,1010.7,0,0.8,0,0,57,59.4,0,5.933333333333334,32,60,-0.75,385,5,0,1993-05-20,37.6153,67.2896,control-day
43.5,16.025,12.475000000000001,0,2.25,1.25,3.75,3.35,1010.65,0,0,0.1,0,9,11.4,0,9.016666666666666,37,37.4,6.100000000000001,385,5,0,2005-05-23,37.6153,67.2896,control-day
68.5,-7.525,4.825,1.5,48.5,99.5,99.75,14.375,1027.1999999999998,0,0,0,0,55.8,58.2,3.6,1.5666666666666673,156,70.4,-1.9000000000000057,763,12,0,1999-12-23,50.5472,9.8981,control-day
93.5,-9.575,0.8250000000000002,56.25,1.5,97.25,99.5,6.575,1022.825,9.1,9.6,5.1000000000000005,0,7.2,48.2,44.2,4.35,126,95.2,-1.7000000000000028,763,12,0,1995-12-21,50.5472,9.8981,control-day
97.25,1.35,0.375,97.75,56.75,9.5,99,6.875,1021.1,0,0,0.6,0,53.4,89,77.4,1.5833333333333335,236,97,0.25,887,11,0,2014-11-24,50.4232,9.9589,control-day
91.75,9.975,1.2999999999999996,96.75,51.75,25,97.25,19.225,1021.5250000000001,0,3.3000000000000003,1.8,0,61.6,70.2,12.8,0,247,92.4,-0.6500000000000057,887,11,0,2015-11-09,50.4232,9.9589,control-day
46,4.45,10.7,0,0,99.75,99.75,15.700000000000001,1014.1,0,0,0,0,77.4,78,0,3.1000000000000014,67,58.2,-12.200000000000003,1187,3,0,2004-03-24,44.4493,34.0565,control-day
86,-0.25,2.075,1,96,99.25,100,6.125,1015.175,0,0,0,0,100,100,10.8,1.5,90,89.6,-3.5999999999999943,1187,3,0,1994-03-03,44.4493,34.0565,control-day
91,-1.375,1.3249999999999997,62.5,62.5,5.75,84,10.675,1014.125,8.700000000000001,9.6,11.399999999999997,0,62.6,99.8,87.2,1.4,231,92.4,-1.4000000000000057,1016,11,0,1998-11-15,47.0405,7.9973,control-day
94.25,0.15000000000000002,0.825,99.5,55.5,0,99.5,7.450000000000001,1022.25,4.199999999999999,11.099999999999998,0.4,0,0,94.8,64,1.8166666666666667,212,93.2,1.0499999999999972,1016,11,0,2021-11-05,47.0405,7.9973,control-day
80.25,4.8500000000000005,3.075,33,2.25,0,33.75,23.4,1014.9000000000001,0,19.900000000000002,0,0,65.2,92.4,78.6,2.4333333333333345,270,70.8,9.450000000000003,8,2,0,2011-02-08,53.556,10.0018,control-day
88.25,8.649999999999999,1.8499999999999996,100,4.75,89.25,100,27.075,1013.975,0.4,0.4,3.2,0,98.6,100,100,-0.4833333333333325,250,89.4,-1.1500000000000057,8,2,0,2008-02-22,53.556,10.0018,control-day
60,-0.35,6.875,0,15,26.25,26.25,1.45,1022.2500000000001,11.399999999999999,11.399999999999999,0,1,76.6,98.8,17.6,0.1166666666666667,111,72,-12,1730,11,0,2024-11-27,45.1899,5.9355,control-day
32,-2.525,14.625,0,0,0,0,3.775,1027.375,0,0,0,0,0,0,0,5.333333333333333,127,54.4,-22.4,1730,11,0,2003-11-06,45.1899,5.9355,control-day
95.5,-2.1,0.6500000000000001,96.5,48.25,0,98,1.7249999999999999,1022.675,0,6.500000000000001,0,0,0,99.8,97.8,-0.19999999999999973,22,91.4,4.099999999999994,1449,11,0,2001-11-25,46.7284,6.3574,control-day
96.75,2.375,0.47500000000000003,70.25,96.75,97.5,99.75,3.95,1009.8,3.7000000000000006,3.7000000000000006,12.1,0,97.4,100,79.8,1.2833333333333332,90,93.4,3.3499999999999943,1449,11,0,1997-11-05,46.7284,6.3574,control-day
75,-18.725,3.3249999999999993,7.25,0,0,7.75,5.925000000000001,1029.975,0,0,0,0,0,12.4,11.8,9.649999999999999,101,71,4,1579,1,0,2006-01-24,45.844,6.2569,control-day
82.75,-15.075,2.3250000000000006,19.5,0,0,20.25,4.9,1024.525,0,0,0,0,0,18.8,17.8,8.366666666666667,98,79.4,3.3499999999999943,1579,1,0,1997-01-13,45.844,6.2569,control-day
96.75,9.475,0.4500000000000006,87.75,8.75,0,88.75,6.025,1022.35,4.2,7.1000000000000005,1.2999999999999998,0,0,76.8,75,1.1999999999999993,69,96.8,-0.04999999999999716,2090,7,0,2009-07-29,-21.1874,55.635,control-day
93.5,6.775,0.9749999999999996,41,3.75,0,41.25,10.975,1024.0500000000002,1.8000000000000003,4.9,2.4000000000000004,1,0,56,52.2,1.1333333333333329,117,93.6,-0.09999999999999432,2090,7,0,1999-07-30,-21.1874,55.635,control-day
99.75,4.4,0.025000000000000133,88.25,0,0,88.25,2.55,1023.775,0.7,1.4000000000000001,0.30000000000000004,0,0,83.6,67.2,1.666666666666667,262,99.4,0.3499999999999943,2080,7,0,2018-07-14,-21.2055,55.6199,control-day
97.25,8.3,0.42500000000000027,44.25,6.25,0,45,4.875,1021.125,1.8,2.1,0.6,1,0,61,57.4,0.7499999999999982,150,96,1.25,2080,7,0,2000-07-18,-21.2055,55.6199,control-day
94.75,11.100000000000001,0.7499999999999996,28.25,5.25,0,29.25,5.4,1017.1,0.4,0.4,8.3,0,0,12.6,10.2,5.550000000000001,203,93.6,1.1500000000000057,2003,7,0,1999-07-17,42.7335,1.9932,control-day
83.75,4.75,2.5250000000000004,35.25,12.75,11,44.75,6.575000000000001,1021.325,0,1.4000000000000001,0.1,0,0,88,85.6,2.866666666666667,283,83.8,-0.04999999999999716,2003,7,0,2007-07-11,42.7335,1.9932,control-day
82,8.05,2.875,3.5,44.5,35.75,73,2.675,1015.8,0,0,16.4,0,34.8,94.2,2.2,3.716666666666667,126,71.2,10.799999999999997,1696,7,0,1989-07-01,45.31,5.86,control-day
69.5,12.625,5.525,6,0,26.75,30.25,3.175,1022.6750000000001,0.1,0.1,0,0,0,0.4,0.4,4.783333333333331,98,72.8,-3.299999999999997,1696,7,0,2022-07-12,45.31,5.86,control-day
90.75,-2.525,1.325,85.75,0,0,85.75,4.9,1030.375,0,0,0,0,0,68.2,67.6,8.799999999999999,94,92.8,-2.049999999999997,1126,11,0,2011-11-13,45.8294,6.1242,control-day
51.25,2.95,9.125,8.5,0,92.5,93.25,8.3,1024.625,0,5,0,0,84.4,85.8,7.2,-0.8666666666666667,145,34.2,17.049999999999997,1126,11,0,2024-11-24,45.8294,6.1242,control-day
78,-3.9499999999999997,3.2750000000000004,81.5,99.5,0,99.75,2.4000000000000004,1018.125,0,4.8999999999999995,1.1,0,0,71,65.4,3.3666666666666663,63,85.8,-7.799999999999997,1146,11,0,2015-11-28,45.8295,6.1241,control-day
87,-1.05,1.925,100,100,81.75,100,5,1013.425,0,11.1,1.2,0,98.2,100,48,3.033333333333334,115,89.6,-2.5999999999999943,1146,11,0,2003-11-30,45.8295,6.1241,control-day
75.75,0.6,3.775,70,0,95,98,2.3,1028.875,0,0,0,0,62.6,88.2,70,1.3166666666666664,53,75.8,-0.04999999999999716,1146,11,0,2006-11-06,45.8295,6.1241,control-day
95.75,-1.5,0.55,97.25,0.5,1.5,97.25,1.65,1021.9000000000001,2.400000000000001,21.50000000000001,0.5,0,11.2,62,53.2,2.3333333333333335,153,95,0.75,1146,11,0,2021-11-05,45.8295,6.1241,control-day
68.25,0.525,5.2250000000000005,0,99.75,98.75,100,3.05,1013.2750000000001,0,3.6,7.300000000000001,0,100,100,0,0.4500000000000002,180,74.8,-6.549999999999997,984,11,0,2023-11-27,45.8422,6.1277,control-day
88,5.6,1.8499999999999999,99,70.5,65.75,99.5,4.575,1020.1,7.8999999999999995,7.8999999999999995,0.2,0,75.8,100,98,1.0666666666666673,100,92.8,-4.799999999999997,984,11,0,1992-11-04,45.8422,6.1277,control-day
86,0.6499999999999999,2.05,33.5,6.25,7.75,40.75,1.6999999999999997,1026,0,0,0,0,0.4,20.6,19.8,4.1499999999999995,112,86,0,984,11,0,2011-11-28,45.8423,6.1277,control-day
90,6.575,1.575,99.75,100,100,100,4.2749999999999995,1011.05,4.499999999999999,4.499999999999999,32.400000000000006,0,100,100,69.6,0.5499999999999989,93,85.4,4.599999999999994,984,11,0,2017-11-05,45.8423,6.1277,control-day
68.75,2.75,5.175,1.5,0.75,97,97,5.050000000000001,1018.325,0,0,0.4,0,10.8,65.8,13.8,1.4499999999999997,153,70.4,-1.6500000000000057,984,11,0,2017-11-24,45.8423,6.1277,control-day
91.5,0.42500000000000004,1.175,53.5,3.5,0,55,4.5,1020.1750000000001,0.1,0.1,0,0,18.4,56.8,45.2,3.583333333333333,360,90.4,1.0999999999999943,984,11,0,2004-11-07,45.8423,6.1277,control-day
99.5,3.6,0.09999999999999998,61.5,0,75.75,90,3.025,1032.8999999999999,0,0,0,0,79,90.2,51.8,2.2,84,96.6,2.9000000000000057,984,11,0,2015-11-14,45.8423,6.1277,control-day
72.5,-2.525,4.275,3.5,80.75,30.75,85.5,7.875,1012,0,0,0,0,20,45.6,4.8,5.7,104,73.2,-0.7000000000000028,984,11,0,2007-11-20,45.8423,6.1277,control-day
75.5,0.15000000000000002,3.825,30.25,5.5,95.75,97.25,2.5999999999999996,1027.575,0,0,0,0,68.6,80.4,23.8,3.3999999999999995,90,75.4,0.09999999999999432,1336,11,0,2011-11-30,45.8133,6.1215,control-day
76,-1.775,3.625,1.75,92.25,94.5,98,2.475,1009.8000000000001,0,0,7.300000000000002,0,80.6,87.6,1,3.4333333333333336,352,69.8,6.200000000000003,1336,11,0,1995-11-27,45.8133,6.1215,control-day
38.75,-0.27499999999999997,12.5,0,0,0,0,0.925,1032.95,0,0,0,0,0,0,0,1.8000000000000003,108,38.4,0.3500000000000014,1748,2,0,2023-02-14,45.1161,5.8774,control-day
48,-1,9.725,0,0,0,0,9.6,1019.4,0,0,0,0,1.2,2,0.6,3.65,137,53.6,-5.600000000000001,1748,2,0,2021-02-20,45.1161,5.8774,control-day
50.5,-5.175,8.8,0,0,0,0,2.175,1025.675,0,0,0,0,8.6,8.6,0,4.55,107,58.6,-8.100000000000001,2210,2,0,2026-02-26,45.1239,5.9017,control-day
73.25,-8.65,3.95,0,0,0,0,3.825,1028.9,0,0.5,0,0,3.6,3.6,0,6,95,72.2,1.0499999999999972,2210,2,0,1991-02-24,45.1239,5.9017,control-day
58,-10.424999999999999,6.85,0,0,2,2,4.825,1020.55,0,0.7999999999999999,0,0,0,0.8,0.8,2.8499999999999996,70,84,-26,1834,3,0,2018-03-22,45.1289,5.8863,control-day
89.75,-3.3,1.4500000000000002,0,30,95.25,95.75,4.975,1017.975,0,0,0.2,0,87.6,88.8,0.6,9.95,124,79,10.75,1834,3,0,1989-03-31,45.1289,5.8863,control-day
82.75,-5.6,2.4749999999999996,17,0,0,17,4.65,1021.125,0.30000000000000004,1,0,0,0,14.6,17.8,0.8833333333333337,39,90.4,-7.650000000000006,1837,3,0,2021-03-10,45.1283,5.8865,control-day
88,-12.75,1.5999999999999996,1,71.25,33,73,4.324999999999999,1027.525,0,0,0,0,0,0.8,0.2,8.783333333333335,131,81,7,1837,3,0,2010-03-16,45.1283,5.8865,control-day
73.25,-4.999999999999999,4.1000000000000005,0,0,0,0,1.625,1011.825,0,0,0.5,0,0,0,0,5.283333333333333,104,67.8,5.450000000000003,1837,3,0,2026-03-18,45.1283,5.8865,control-day
93.75,-1.625,0.875,98.5,77.75,39.5,99.75,2.3499999999999996,1028.3999999999999,7.2,7.3999999999999995,8,0,73.8,98.8,86.2,2.0833333333333335,149,95.8,-2.049999999999997,1837,3,0,2004-03-14,45.1283,5.8865,control-day
72,-10.875000000000002,4.075,56.25,0,0,57,1.175,1030.575,0,0,0,0,0,54.2,53.8,5.233333333333334,34,79.8,-7.799999999999997,1663,12,0,2006-12-25,45.3174,5.7561,control-day
98.75,-1.2499999999999998,0.17500000000000004,85.5,0.25,2,85.75,2.9499999999999997,1026,3.9000000000000004,20.600000000000012,0.2,0,0,83.4,82.4,1.6666666666666665,51,93.2,5.549999999999997,1663,12,0,2014-12-19,45.3174,5.7561,control-day
78,-4.8500000000000005,3.1999999999999997,45.5,8.75,97.5,98.75,9.225,1011.275,0,0,0,0,73.8,84.4,47.8,4.866666666666667,152,77.4,0.5999999999999943,1674,12,0,2013-12-24,45.3198,5.7589,control-day
99.75,-3.1249999999999996,0.025000000000000022,87.75,0,1.25,88.75,3.525,1022.075,0,17.299999999999997,0,0,0,91.8,91.4,2.6166666666666667,124,99.4,0.3499999999999943,1674,12,0,2001-12-02,45.3198,5.7589,control-day
86.5,-3.675,1.925,48,92.75,73,98.25,5.15,1018.8,25.499999999999996,42.8,12.299999999999999,0,20.8,72.4,36.8,2.3000000000000003,167,88.8,-2.299999999999997,1376,12,0,2011-12-06,45.711,6.0314,control-day
98,-1.8249999999999997,0.3000000000000001,83.5,0,0,84.5,4.925,1019.55,9.899999999999999,22.400000000000006,3.5,0,49.6,99.8,97.8,2.1166666666666667,8,96.8,1.2000000000000028,1376,12,0,2002-12-18,45.711,6.0314,control-day
78.5,-8.525,3.1,22.75,0.5,0,23.5,10.375,1020.0500000000001,21.6,31.700000000000003,0.6,1,0,84.2,83.4,6.916666666666666,356,88.4,-9.900000000000006,1318,12,0,1999-12-20,45.7162,6.0305,control-day
76.75,-6.3500000000000005,3.425,89,5.25,6.25,90,5.6,1011.55,0,0,0,0,8.6,69.8,67.6,2.2333333333333334,305,74.6,2.1500000000000057,1318,12,0,2009-12-15,45.7162,6.0305,control-day
77.5,-4.45,3.3499999999999996,4.75,29.5,3,31.5,6.275,1012.8750000000001,0,0.7,0.1,0,96.8,98.4,0,2.3833333333333333,97,69,8.5,1318,12,0,1996-12-05,45.7161,6.0302,control-day
88.25,-1.1,1.7000000000000002,74.25,97.25,57.75,100,3.7749999999999995,1032.2,17.3,28.699999999999996,5.3999999999999995,0,42.2,99.8,99.4,1.45,131,95.8,-7.549999999999997,1318,12,0,2012-12-28,45.7161,6.0302,control-day
