humidity,temp,dewSpread,cloudLow,cloudMid,cloudHigh,cloudTotal,wind,pressure,precip24,precip48,precipToday,wetThenClear,nightCloudHigh,nightCloudTotal,nightCloudLow,nightCooling,windDir,humidityNight,humidityRise,elevation,month,label,date,lat,lon,source
91,-6.825,1.2749999999999997,83.75,100,99.5,100,9.625,1027.025,15.000000000000002,29.099999999999998,15.8,0,99.8,100,93.6,0.15000000000000036,50,94.2,-3.200000000000003,1729,2,0,2024-02-04,31.13,115.78,control-day
78.25,1.2,3.4000000000000004,0,0,99.5,99.5,3.0250000000000004,1029.025,0.4,0.9,0,0,99.8,99.8,4.4,1.616666666666667,94,76.2,2.049999999999997,900,2,0,2025-02-26,29.77,121.07,control-day
65.25,5.6499999999999995,6.05,7.5,34.25,0,36.5,11.575,1022.25,0,0,0,0,0,78.8,1,-0.9333333333333333,177,66.4,-1.1500000000000057,900,2,0,2026-02-04,29.77,121.07,control-day
78,0.45,3.45,88,0,0,88,8.350000000000001,1017.8249999999999,0,0,0,0,0,35,35,1.666666666666667,70,75.2,2.799999999999997,3660,1,0,2026-01-25,29.66,102.35,control-day
82.75,-2.1999999999999997,2.525,100,91.25,76.25,100,6.300000000000001,1028.85,4.3,4.599999999999998,2.500000000000001,0,4.4,100,100,1.7666666666666664,62,84.6,-1.8499999999999943,3660,1,0,2025-01-08,29.66,102.35,control-day
90,-5.95,1.525,27,0.75,0,27,7.2,1021.15,0,0.1,0,0,0,100,100,0.4500000000000002,294,93.6,-3.5999999999999943,3077,1,0,2026-01-14,29.52,103.33,control-day
97.25,-5.45,0.3999999999999999,100,10.25,0.5,100,2.225,1017.8,0,0,0.30000000000000004,0,13,100,100,2.416666666666667,236,99.4,-2.1500000000000057,3077,1,0,2025-01-21,29.52,103.33,control-day
67.5,5.875,5.625,0,96.5,70.75,97.75,6.725,1019.3499999999999,0,0,7.699999999999999,0,19.2,47.8,0,2.8499999999999996,161,76.2,-8.700000000000003,719,1,0,2025-01-31,30.63,119.87,control-day
69.5,-0.825,4.925,0,0,0,0,8.549999999999999,1032.3,0,0,0,0,8.2,8.2,0,1.6,293,66,3.5,719,1,0,2024-01-28,30.63,119.87,control-day
61,3.9,7.0249999999999995,1.25,4.75,0,4.75,5.85,1015.9499999999999,0,0,0,0,0,1.6,0,2.116666666666666,149,64.8,-3.799999999999997,1817,1,0,2026-01-16,28.91,118.06,control-day
68,-9.6,4.875,12.5,63,0,64.75,3.6750000000000003,1033.3000000000002,2.0000000000000004,7.299999999999998,0.30000000000000004,0,0,94.8,28.6,0.7999999999999989,53,83.2,-15.200000000000003,1817,1,0,2026-01-22,28.91,118.06,control-day
89.75,9.299999999999999,1.5999999999999992,5.25,100,98.75,100,6.1,1023.2249999999999,0,3.0999999999999996,6.499999999999999,0,98.2,100,1,1.7166666666666668,346,88,1.75,2507,10,0,2024-10-26,32.53,106.68,control-day
91.25,8.025,1.3000000000000003,100,100,18.5,100,7.1499999999999995,1020.0250000000001,3.4000000000000004,3.9,7.200000000000001,0,77.2,100,100,0.3500000000000014,24,92.4,-1.1500000000000057,2507,10,0,2024-10-31,32.53,106.68,control-day
99.75,11.975,0.07499999999999973,100,0.5,0,100,3.7,1016.825,0.1,4.3,12.900000000000004,0,0,100,100,0.34999999999999964,143,97.4,2.3499999999999943,2507,10,0,2025-10-16,32.53,106.68,control-day
94.25,7.074999999999999,0.875,82,97,62.5,99.75,9.899999999999999,1025.3249999999998,0.8,19,8.9,0,1.4,95.4,94.8,1.7833333333333332,18,98,-3.75,2507,10,0,2025-10-19,32.53,106.68,control-day
99.25,3.775,0.12499999999999989,100,100,37.75,100,6.325,1027.45,3.0000000000000004,3.3000000000000003,9.599999999999998,0,92.2,100,100,0.8166666666666673,29,99.2,0.04999999999999716,2507,10,0,2025-10-24,32.53,106.68,control-day
97.25,10.55,0.4249999999999998,88.5,83.75,52.75,99.25,10.95,1011.35,19,20.3,0.7999999999999999,0,76,94.2,47.8,1.6500000000000021,15,97.8,-0.5499999999999972,2507,10,0,2025-10-02,32.53,106.68,control-day
95.25,6.7749999999999995,0.75,100,100,0,100,3.0500000000000003,1015.05,7.8999999999999995,13.799999999999999,5.6,0,0,100,100,0.08333333333333304,133,93.2,2.049999999999997,2507,11,0,2025-11-06,32.53,106.68,control-day
87.5,-2.25,1.775,96.5,87,68,100,12.875,1036.3000000000002,4.300000000000001,4.300000000000001,5.300000000000001,0,68.6,100,97.6,4.516666666666667,16,97.4,-9.900000000000006,2507,11,0,2025-11-17,32.53,106.68,control-day
84.5,13.374999999999998,2.575,74.75,97,100,100,3.1750000000000003,1006.125,0,7.000000000000001,31.8,0,100,100,48.4,0.21666666666666679,221,77.8,6.700000000000003,1729,4,0,2024-04-19,31.13,115.78,control-day
47,7.949999999999999,10.625,0,0,0,0,7.125,1013.875,0,0,0,0,0,0,0,1.9000000000000004,319,45.4,1.6000000000000014,1729,4,0,2025-04-15,31.13,115.78,control-day
75.5,5.35,4.1,0,0,33.25,33.25,7.575,1018.925,0.9,2.9000000000000004,3.1,0,66,66.4,1.2,2.5166666666666666,28,83.6,-8.099999999999994,1729,4,0,2024-04-05,31.13,115.78,control-day
98.5,11.375,0.17499999999999938,36,100,22.5,100,5.325,1014.1500000000001,0.1,0.1,2.4000000000000004,0,12,82.8,40.2,3.3499999999999996,258,96.6,1.9000000000000057,1729,4,0,2025-04-27,31.13,115.78,control-day
98.75,12.424999999999999,0.1750000000000007,100,58,62.25,100,4.525,1007.5000000000001,4.4,4.4,22.2,0,100,100,100,1.2666666666666657,229,94.2,4.549999999999997,1729,3,0,2024-03-23,31.13,115.78,control-day
97.5,-1.3499999999999999,0.37499999999999994,76,0,11.75,76.5,6.8999999999999995,1026.525,0,0,0,0,0.4,7.2,6.8,3.583333333333334,24,89.8,7.700000000000003,1729,3,0,2026-03-06,31.13,115.78,control-day
53.25,-2.325,8.825,0,0,0,0,6.7250000000000005,1028.375,0,1,0,0,7.2,7.2,0,0.5666666666666664,327,74.4,-21.150000000000006,1729,2,0,2026-02-11,31.13,115.78,control-day
56.5,-4.575,7.35,0,0,0,0,5.975,1029.5,0,2.4000000000000004,0,0,0,0,0,2.6500000000000004,2,67,-10.5,1729,2,0,2025-02-13,31.13,115.78,control-day
99,2.05,0.1250000000000001,99.5,100,0,100,14.45,1032.4,6.799999999999999,10.099999999999998,4.799999999999998,0,0,100,96.8,0.8333333333333335,51,99.2,-0.20000000000000284,1729,11,0,2024-11-18,31.13,115.78,control-day
84.5,5.1499999999999995,2.475,0.75,20.25,0,21,7.8,1020.8,0,6.300000000000001,0,0,0,74.8,0.6,1.9833333333333343,34,81.4,3.0999999999999943,1729,11,0,2025-11-11,31.13,115.78,control-day
84.5,9.575,2.55,0,0,0,0,4.6,1020.1499999999999,0,0,0,0,0,0,0,1.25,355,83,1.5,1729,11,0,2024-11-12,31.13,115.78,control-day
97.75,0.8999999999999999,0.29999999999999993,55.5,0,0,55.5,3.775,1026.5749999999998,2.2,3.2000000000000006,0,1,0,95.6,95.6,2.2,341,97.8,-0.04999999999999716,1729,11,0,2024-11-21,31.13,115.78,control-day
79.5,18.5,3.6250000000000004,4,0,0,4,2.3,1014.2,0,0.8,1.3000000000000003,0,0,28.2,28.2,0.93333333333333,165,89.4,-9.900000000000006,1729,10,0,2025-10-11,31.13,115.78,control-day
72.25,7.8500000000000005,4.675000000000001,0,0,0,0,6.450000000000001,1024.125,0,0,0,0,0,0,0,1.716666666666665,17,73.4,-1.1500000000000057,1729,10,0,2024-10-04,31.13,115.78,control-day
22.25,5.05,20.049999999999997,0.25,0,32.75,32.75,2.95,1017.125,0,0,0,0,64.8,64,0.8,4.000000000000001,241,60,-37.75,2181,5,1,2018-05-15,28.3299,-16.4897,wikimedia-commons
93,-3.2,0.9500000000000002,53,0,0,53,1.875,1026.425,0,0,0,0,0,80.8,80.8,2.0166666666666666,270,97.2,-4.200000000000003,767,1,1,2020-01-24,47.3087,8.5101,wikimedia-commons
94.75,23.125,0.9000000000000012,16,4,64.75,64.5,3.4749999999999996,1006.075,5.699999999999999,9.199999999999998,29.1,0,88.2,90.6,39.2,4.133333333333333,347,96.6,-1.8499999999999943,384,6,1,2020-06-22,18.9237,102.3867,wikimedia-commons
95.25,-9.05,0.6499999999999999,73.5,0,6.25,75.25,8.55,1024.875,0,0.1,0,0,0,60.2,59.4,2.5999999999999996,71,97,-1.75,1204,12,1,2010-12-31,47.8214,6.8423,wikimedia-commons
83,5.300000000000001,2.65,41,1.5,0,42,1.5,1020.8,1.4999999999999998,3.7000000000000015,0.5,1,0,46.2,45.6,1.4499999999999984,104,85,-2,2457,3,1,2011-03-05,23.5067,120.8237,wikimedia-commons
93.25,9.174999999999999,1.0500000000000003,50,0,0,50.25,22.174999999999997,1017.55,0,0,0,0,3,4.6,1.4,2.216666666666667,11,54.6,38.65,2056,2,1,2007-02-16,28.213,-16.6769,wikimedia-commons
37.25,7.575,13.85,0.25,0,0,0.25,4.25,1026.9499999999998,0,0,0,0,0,0.2,0.6,6.283333333333331,35,49.8,-12.549999999999997,1327,3,1,2019-03-12,28.6136,-17.8231,wikimedia-commons
98.75,16.55,0.17499999999999982,100,35,71.25,100,2.15,1014.075,23.7,26.7,9.200000000000001,0,91.8,100,100,2.3333333333333304,76,100,-1.25,1612,5,1,2019-05-12,17.0927,120.9145,wikimedia-commons
99,-2.55,0.20000000000000007,100,0,3.5,100,1.475,1023.5999999999999,0,0,0,0,32.6,100,100,1.95,360,98.8,0.20000000000000284,767,12,1,2019-12-05,47.3087,8.51,wikimedia-commons
95.5,-5.45,0.6000000000000003,91.25,0.25,2,91.5,3.125,1036.125,0,0,0,0,54,63.4,13.6,2.816666666666667,13,96.4,-0.9000000000000057,875,1,1,2020-01-22,47.2663,8.5316,wikimedia-commons
95.5,-5.45,0.6000000000000003,91.25,0.25,2,91.5,3.125,1036.125,0,0,0,0,54,63.4,13.6,2.816666666666667,13,96.4,-0.9000000000000057,875,1,1,2020-01-22,47.2663,8.5316,wikimedia-commons
64.5,-2.75,5.824999999999999,41.5,0,0,41.5,4.2,1031.475,0,0,0,0,0,0.2,0.2,0.6000000000000014,42,74,-9.5,1452,12,1,2021-12-19,46.932,6.7206,wikimedia-commons
64.5,-2.75,5.824999999999999,41.5,0,0,41.5,4.2,1031.475,0,0,0,0,0,0.2,0.2,0.6000000000000014,42,74,-9.5,1452,12,1,2021-12-19,46.932,6.7206,wikimedia-commons
97.5,9.3,0.375,3.25,0,93.5,93.25,2.875,1015.4749999999999,2.8000000000000003,8.2,0.30000000000000004,0,95.8,98.6,60.4,1.7666666666666675,225,100,-2.5,2267,8,1,2022-08-21,-8.0635,114.2377,wikimedia-commons
87.5,-21.725,1.5500000000000007,86,63.5,22,91.75,2.6750000000000003,1007.575,0.2,1.7000000000000004,0.7999999999999999,0,79.2,97.2,11,0.11666666666666714,127,79,8.5,3155,2,1,2018-02-07,45.5516,6.8474,wikimedia-commons
97,5.7,0.4750000000000001,69.5,0,98.75,99.5,8.225000000000001,1026.225,0,0,0,0,18.8,19,0.4,2.2833333333333323,208,89.2,7.799999999999997,1031,10,1,2017-10-26,47.3629,7.8107,wikimedia-commons
97,5.7,0.4750000000000001,69.5,0,98.75,99.5,8.225000000000001,1026.225,0,0,0,0,18.8,19,0.4,2.2833333333333323,208,89.2,7.799999999999997,1031,10,1,2017-10-26,47.3629,7.8107,wikimedia-commons
97,5.7,0.4750000000000001,69.5,0,98.75,99.5,8.225000000000001,1026.225,0,0,0,0,18.8,19,0.4,2.2833333333333323,208,89.2,7.799999999999997,1031,10,1,2017-10-26,47.3629,7.8107,wikimedia-commons
94.75,20.05,0.8499999999999988,30,0.25,31.25,52.25,3.425,1013.5500000000001,0,0,1.2,0,0.2,0.4,0,1.3833333333333329,52,92.2,2.549999999999997,558,4,1,2024-04-11,-22.9519,-43.2105,wikimedia-commons
99.5,-1.0750000000000002,0.04999999999999996,100,0,13.25,100,3.125,1035.05,0.1,0.1,0,0,0.4,32.6,32,4.45,24,95,4.5,960,4,1,2003-04-05,56.8102,-4.997,wikimedia-commons
99.5,3.55,0.07500000000000007,100,0,78,100,1.725,1026.375,0.7,3.900000000000001,0,0,15.6,98.6,97.6,1.4500000000000002,329,99,0.5,678,3,1,2005-03-19,54.1566,-2.249,wikimedia-commons
99.25,0.475,0.09999999999999998,100,91.75,88,100,10.325,984.325,7.6,10.6,7.799999999999999,0,99.2,100,100,0.11666666666666665,108,98.6,0.6500000000000057,560,2,1,2007-02-11,54.6266,-2.3962,wikimedia-commons
92,-5.3500000000000005,1.1,64,0,0,64.25,2.325,1027.1499999999999,0,0,0,0,29.8,78.6,77.6,1.966666666666666,146,92.2,-0.20000000000000284,448,12,1,2007-12-21,55.8831,-3.222,wikimedia-commons
92,-5.575,1.1250000000000002,64,0,0,64.25,2.325,1027.1499999999999,0,0,0,0,29.8,78.6,77.6,1.8666666666666671,146,92.2,-0.20000000000000284,483,12,1,2007-12-21,55.8824,-3.2375,wikimedia-commons
93.5,3.1249999999999996,0.9249999999999998,41.5,65.75,97,99,18.4,1003.25,0.30000000000000004,15.099999999999996,3.6,0,99.4,100,99.8,2.833333333333333,186,99,-5.5,56,1,1,2008-01-17,52.2442,0.7099,wikimedia-commons
83.75,-0.7,2.425,99,32,100,100,12.125,1029.675,0,0,0,0,86,99.8,98.2,-0.13333333333333308,121,77.6,6.150000000000006,724,12,1,2008-12-31,55.651,-5.229,wikimedia-commons
88,-6.475,1.6,17,0,97.25,98,4.6,1030.3250000000003,0,0,0,0,47.2,75.2,51,1.833333333333334,90,92.4,-4.400000000000006,834,12,1,2008-12-31,54.448,-3.1634,wikimedia-commons
92.25,-6.825,1.075,49.25,70.75,99,100,1.8249999999999997,1030.3,0,0,0,0,21,95.4,93.2,1.233333333333336,117,93.8,-1.5499999999999972,1162,12,1,2008-12-31,57.2796,-5.1206,wikimedia-commons
96.5,2.375,0.45,87.25,0,3.5,88.5,5.25,1012.325,0,0,0,0,0,88.4,88,0.766666666666667,113,97.8,-1.2999999999999972,540,12,1,1997-12-21,52.6968,-3.8783,wikimedia-commons
85.5,-8.075,2.05,13.25,0.75,41.25,49.75,7.675000000000001,1027.275,0,0,0,0,0,20.6,19.8,3.5166666666666666,74,89.8,-4.299999999999997,2068,11,1,2013-11-29,36.046,-112.0588,wikimedia-commons
71.75,-26.775000000000002,3.5500000000000007,34,0,0,34.5,2,1014.475,1.7000000000000002,13.400000000000002,0,1,0,64,63.2,11.200000000000001,22,77.6,-5.849999999999994,1523,12,1,2008-12-23,50.1007,-122.915,wikimedia-commons
93.75,6.574999999999999,0.9250000000000003,48.25,18,5,62.25,4.725,1017.675,0.9,0.9,2.7,0,36.2,57.8,7.6,5.216666666666667,105,82.8,10.950000000000003,2070,10,1,2010-10-18,36.0581,-112.1367,wikimedia-commons
99,3.175,0.15000000000000002,100,2,0,100,3.875,1023.65,0,0,0,0,0,100,100,3.3999999999999986,305,99.6,-0.5999999999999943,965,10,1,2010-10-13,56.7435,-5.0303,wikimedia-commons
99,5.975,0.1499999999999999,100,2,0,100,3.875,1023.65,0,0,0,0,0,100,100,3.4000000000000004,305,99.6,-0.5999999999999943,533,10,1,2010-10-13,56.7394,-5.0427,wikimedia-commons
99,3.175,0.15000000000000002,100,2,0,100,3.875,1023.65,0,0,0,0,0,100,100,3.3999999999999986,305,99.6,-0.5999999999999943,965,10,1,2010-10-13,56.7438,-5.0303,wikimedia-commons
97.25,-6.9,0.3750000000000002,99.25,17,3.75,99.75,6.550000000000001,1006.2,0.1,7.299999999999999,0.3,0,20.2,98.6,98,4.05,360,98,-0.75,449,12,1,2010-12-05,56.413,-5.044,wikimedia-commons
95.75,1.775,0.575,19.25,0,0,19.75,7.075000000000001,1006.625,3.8000000000000007,18.500000000000007,0.1,1,3.2,55.4,33.8,1.9666666666666668,273,94.8,0.9500000000000028,359,11,1,2012-11-11,54.4733,-3.0392,wikimedia-commons
95,-2.125,0.6749999999999999,28.25,9,70.25,80.5,6.775,1040.025,0,0,0,0,35.6,53.4,23.8,1.0166666666666666,273,94.2,0.7999999999999972,154,1,1,2011-01-21,56.1554,-3.915,wikimedia-commons
98,12.25,0.2999999999999998,98.75,0,0,98.75,6.725,1023.575,0,0,0,0,0,67.4,67.2,4.066666666666668,59,96.6,1.4000000000000057,177,7,1,2014-07-24,55.9235,-2.2426,wikimedia-commons
98.5,-4.4,0.25,100,0,0,100,4.35,1035.475,0,0.7,0,0,0,100,100,0.9666666666666663,120,98.6,-0.09999999999999432,834,1,1,2023-01-25,50.491,9.9207,wikimedia-commons
98.75,-2.975,0.15000000000000013,93.25,0,3,95,4.725,991.725,0,0,0,0,0.8,90.2,88.8,0.7833333333333332,72,98.4,0.3499999999999943,517,11,1,2016-11-20,55.9932,-4.1661,wikimedia-commons
95,5.7749999999999995,0.8,38.5,0,47.75,63.75,8.925,1025.9,8.700000000000001,8.700000000000001,0,0,0,6,5.4,2.716666666666665,253,91.8,3.200000000000003,207,12,1,2016-12-11,51.2947,-2.8088,wikimedia-commons
98.75,-0.575,0.22499999999999998,100,8.25,0,100,4.65,1042.1499999999999,0,0.30000000000000004,0,0,9.8,97.2,94.6,2.3833333333333333,150,98.6,0.15000000000000568,87,12,1,2016-12-28,52.2227,-2.8517,wikimedia-commons
99.25,5.5,0.10000000000000009,61,0,99.5,100,4.575,1026.675,21,23.2,0,0,58.2,65.2,82,2.1333333333333337,351,95.8,3.450000000000003,172,10,1,2022-10-18,56.4395,-4.365,wikimedia-commons
92,7.174999999999999,1.225,75,0,0,75,6.125,1027.525,0,0.30000000000000004,0,0,0,76.8,74.4,3.3166666666666664,101,94.6,-2.5999999999999943,113,11,1,2018-11-17,54.5807,-3.3175,wikimedia-commons
97.75,-1.3499999999999999,0.3,73.75,0,0,74.5,3.4000000000000004,1040.1750000000002,0,0,0,0,0,79.6,78.6,0.41666666666666674,107,96.4,1.3499999999999943,557,12,1,1989-12-02,54.1537,-2.4017,wikimedia-commons
98.75,12.774999999999999,0.20000000000000018,57.5,0,36.25,81,3.6,1032.6,0,0.5,0,0,64.2,75.4,35.4,2.7666666666666657,23,95.6,3.1500000000000057,249,8,1,2021-08-24,56.1545,-3.4535,wikimedia-commons
99.75,1.075,0.07500000000000001,100,0,0,100,12.125,1039.775,0,0.7,0,0,0,100,100,1.2499999999999998,129,100,-0.25,857,12,1,2021-12-18,53.0732,-3.934,wikimedia-commons
96.25,5.1,0.5,100,0,0,100,4.3,1028.375,0,0,0,0,0,100,100,7.083333333333332,96,97,-0.75,1051,6,1,2023-06-05,56.5344,-4.239,wikimedia-commons
100,11.225000000000001,0.025000000000000355,95,6.75,76.25,99,3.675,1008.6250000000001,0,1.2,0.30000000000000004,0,98.8,96.2,33.2,2.283333333333333,73,97.6,2.4000000000000057,75,8,1,2023-08-31,54.4311,-2.9605,wikimedia-commons
100,11.225000000000001,0.025000000000000355,95,6.75,76.25,99,3.675,1008.6250000000001,0,1.2,0.30000000000000004,0,98.8,96.2,33.2,2.283333333333333,73,97.6,2.4000000000000057,75,8,1,2023-08-31,54.4312,-2.9608,wikimedia-commons
97.75,10.975000000000001,0.37499999999999956,75.5,94.25,95.5,100,5.525,1022.025,0,0,0,0,98.6,98.8,2.4,2.700000000000001,259,90.6,7.150000000000006,466,10,1,2023-10-09,52.0882,-3.6986,wikimedia-commons
99.25,-1.0999999999999999,0.10000000000000006,92.25,0,0,92.25,3.15,992.5,0.7,11.499999999999998,0,0,31.8,46.6,20.4,2.816666666666667,330,96.2,3.049999999999997,290,2,1,2024-02-24,53.9958,-1.942,wikimedia-commons
99.25,-2.975,0.12499999999999989,98.5,0,0,99,8.25,1039.825,0,0,0,0,0,89.6,89.6,0.33333333333333304,71,97.6,1.6500000000000057,876,12,1,2006-12-24,51.8833,-3.4368,wikimedia-commons
98.75,10.5,0.19999999999999973,42.75,0,9.5,50.5,3.9749999999999996,1033.875,0,0,0,0,52,52.8,0,2.6166666666666654,168,91.8,6.950000000000003,159,9,1,2009-09-12,54.6042,-3.1946,wikimedia-commons
89.75,-0.525,1.4999999999999998,0,0,0,0,1.1,1040.725,0.5,0.5,0,0,1.4,1.4,0,0.5833333333333333,146,83.6,6.150000000000006,814,2,1,2007-02-03,54.4897,-3.3021,wikimedia-commons
89.25,-1.125,1.525,0,16.75,10.75,23.5,11.95,1022.0999999999999,3.6,3.9000000000000004,0,1,0,1.2,1.2,4.65,304,92.4,-3.1500000000000057,267,4,1,2026-04-02,55.6089,-2.9454,wikimedia-commons
96.25,12.875,0.5750000000000002,100,0,17.75,100,23.475,1022.2750000000001,0,2.5,0,0,67,92.2,74,1.200000000000001,335,95.4,0.8499999999999943,471,8,1,2003-08-07,54.258,-4.47,wikimedia-commons
94.5,-4.8,0.7249999999999999,62.25,0,0,62.75,1.675,1023.5749999999999,0,0,0,0,0,100,100,0.6333333333333329,22,98.8,-4.299999999999997,711,2,1,2006-02-01,54.2317,-2.401,wikimedia-commons
52.25,16.125,10,0,0,0,0,7.874999999999999,1009.65,0,0,0,0,42,42.4,0,5.416666666666668,73,57.2,-4.950000000000003,1131,5,1,2017-05-03,29.3917,-9.4553,wikimedia-commons
91.5,6.550000000000001,1.3,36.5,0.75,0,37.25,4.375,1021.8,10.299999999999999,19.699999999999992,0.2,1,0,29.8,29.4,3.450000000000001,110,90.6,0.9000000000000057,1745,1,1,2016-01-31,23.655,120.7859,wikimedia-commons
84.5,5.875,2.4750000000000005,55.5,31.75,32.25,68.25,6.075,1013.05,6,9.700000000000001,9.700000000000001,0,27.8,53.8,29,4.266666666666666,360,86.8,-2.299999999999997,1941,3,1,2014-03-22,27.7272,85.5255,wikimedia-commons
84.5,5.875,2.4750000000000005,55.5,31.75,32.25,68.25,6.075,1013.05,6,9.700000000000001,9.700000000000001,0,27.8,53.8,29,4.266666666666666,360,86.8,-2.299999999999997,1941,3,1,2014-03-22,27.7272,85.5255,wikimedia-commons
92.5,0.7000000000000001,1.075,80.25,29.25,33.75,91.5,3.4999999999999996,1014.2,0,0.2,0.5,0,86.4,93.2,18.6,1.2,51,84,8.5,698,2,1,2016-02-20,43.678,40.263,wikimedia-commons
94.75,-13.2,0.6499999999999999,99.5,90,43.5,100,7.800000000000001,1024.1750000000002,0.5,2.3000000000000007,0.30000000000000004,0,100,100,99.6,1.3833333333333329,82,95.2,-0.45000000000000284,1510,2,1,2022-02-11,40.666,140.8814,wikimedia-commons
96.75,-1.4500000000000002,0.525,100,95.5,96.75,100,2.425,1019.9000000000001,5.8,5.8,11.3,0,96.8,100,100,0.9166666666666665,344,99.2,-2.450000000000003,2407,3,1,2020-03-13,44.9976,6.1489,wikimedia-commons
71.5,17.375,5.25,3.75,7.75,0,10,10.075000000000001,1012.975,0.4,0.5,0,0,0.8,6.6,0,4.583333333333332,22,74,-2.5,385,5,1,2026-05-03,37.6153,67.2896,wikimedia-commons
92,-2.925,1.0999999999999996,75.75,9.25,17.75,81.75,5.45,1038.925,0,0,0,0,14.4,65.4,60.2,1.35,187,90.2,1.7999999999999972,763,12,1,2016-12-17,50.5472,9.8981,wikimedia-commons
97.5,-3.5250000000000004,0.32499999999999984,100,0,0,100,7.075000000000001,1022.2,0,0,0,0,0,28.8,28.4,2.6333333333333337,120,97.8,-0.29999999999999716,887,11,1,2018-11-23,50.4232,9.9589,wikimedia-commons
90.75,-2.125,1.3249999999999997,35.5,47.5,74.5,89,3.9000000000000004,1018.6999999999999,0,1.3,0.4,0,35.4,60.6,34.4,0.33333333333333304,119,85.8,4.950000000000003,1187,3,1,2014-03-01,44.4493,34.0565,wikimedia-commons
90.25,2.875,1.475,71,92.5,92.5,100,2.325,1011.375,0,0,0,0,78.6,99.2,90,2.2,31,95,-4.75,1016,11,1,2014-11-30,47.0405,7.9973,wikimedia-commons
87.5,6.825,1.9,78.75,0,0,78.75,19.075000000000003,1024.525,2.5,4.9,0.4,0,0,100,100,2.416666666666668,285,91.4,-3.9000000000000057,8,2,1,2024-02-17,53.556,10.0018,wikimedia-commons
97,-1.55,0.39999999999999997,63,0.25,0,63.75,2.525,1026.5,13.999999999999998,30,0,0,4.8,99.8,99.8,2.0166666666666666,126,99,-2,1730,11,1,2005-11-06,45.1899,5.9355,wikimedia-commons
95,2.7249999999999996,0.7499999999999999,71.75,0,1,73,4.475,1033.1,0,0,0,0,76.6,97.4,88.2,0.8833333333333337,90,94.4,0.5999999999999943,1449,11,1,2005-11-11,46.7284,6.3574,wikimedia-commons
90.5,-2.575,1.325,62.5,27.5,93,99,4.575,1025.2,2.3000000000000007,2.3000000000000007,1.7000000000000002,0,4.4,98,96.6,1,86,85.8,4.700000000000003,1579,1,1,2016-01-01,45.844,6.2569,wikimedia-commons
90.25,7.7,1.4750000000000003,29.5,10.5,0,31.75,8.8,1024.4499999999998,0.1,0.1,3.4999999999999996,0,0,37.4,35.2,1.2666666666666666,97,86.2,4.049999999999997,2090,7,1,2015-07-25,-21.1874,55.635,wikimedia-commons
90.25,7.775,1.5,16.25,4,0,18,6.075,1023.95,0,0,0.7,0,0,17,16,1.2333333333333325,94,86.2,4.049999999999997,2080,7,1,2015-07-25,-21.2055,55.6199,wikimedia-commons
91.25,9.65,1.3499999999999996,13.5,0,0,13.5,3.975,1019.175,0,0,0.2,0,0,9.8,11.2,3.783333333333333,241,94.2,-2.950000000000003,2003,7,1,2017-07-28,42.7335,1.9932,wikimedia-commons
94.25,7.225,0.8500000000000003,42.25,0,0,42.25,4.324999999999999,1024.5,0.4,7.699999999999999,0,0,0,58.4,62.8,1.466666666666665,52,95.8,-1.5499999999999972,1696,7,1,2017-07-03,45.31,5.86,wikimedia-commons
65,-2.3750000000000004,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.666666666666667,148,65,0,1126,11,1,2020-11-28,45.8294,6.1242,wikimedia-commons
65,-2.475,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.666666666666666,148,64.8,0.20000000000000284,1146,11,1,2020-11-28,45.8295,6.1241,wikimedia-commons
65,-2.475,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.666666666666666,148,64.8,0.20000000000000284,1146,11,1,2020-11-28,45.8295,6.1241,wikimedia-commons
65.25,-1.4000000000000001,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.633333333333333,148,65,0.25,984,11,1,2020-11-28,45.8422,6.1277,wikimedia-commons
65.25,-1.4000000000000001,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.633333333333333,148,65,0.25,984,11,1,2020-11-28,45.8423,6.1277,wikimedia-commons
65.25,-1.4000000000000001,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.633333333333333,148,65,0.25,984,11,1,2020-11-28,45.8423,6.1277,wikimedia-commons
65.25,-1.4000000000000001,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.633333333333333,148,65,0.25,984,11,1,2020-11-28,45.8423,6.1277,wikimedia-commons
64.75,-3.6999999999999997,5.75,0,5.75,54.25,54.75,4.575,1015.075,0,0,0,0,6,6.4,0,4.633333333333333,148,64.6,0.15000000000000568,1336,11,1,2020-11-28,45.8133,6.1215,wikimedia-commons
74.25,-10.2,3.8249999999999997,0,27.5,0.5,28,5.875000000000001,1017.775,1.8000000000000003,6.699999999999999,0,1,8,35.8,6.4,6.683333333333333,94,81,-6.75,1748,2,1,2023-02-28,45.1161,5.8774,wikimedia-commons
